date,SPY_open,SPY_high,SPY_low,SPY_close,ema9,ema20,ema40,ema9_above_ema20,dist_ema9_pct,dist_ema20_pct,bb_mid_15,bb_up_15,bb_lo_15,bb_w_15,bb_pos_15,bb_open_any_15,bb_open_up_15,bb_open_dn_15,bb_mid_60,bb_up_60,bb_lo_60,bb_w_60,bb_pos_60,bb_open_any_60,bb_open_up_60,bb_open_dn_60,trend_up,trend_down,touch_ema9_up,touch_ema9_dn,long_signal,short_signal,conf_long,conf_short,signal_now,confidence_0_1,rationale_long,rationale_short,explain_state
2025-11-13 14:10:00+00:00,680.13,680.13,680.13,680.13,681.4554197417516,681.9601888787874,682.5364060616416,0,-0.0019449837852253404,-0.0026837180654144532,682.9590000000001,684.5002676600757,681.4177323399244,0.004513499814998026,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-0.728631722324627,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-0.73, ema9_vs_ema20=below"
2025-11-13 14:30:00+00:00,680.495,680.61,680.07,680.07,681.2422782430207,681.7958246284581,682.4396842553027,0,-0.0017207949072743922,-0.0025312924575309204,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-0.7483466730977663,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-0.75, ema9_vs_ema20=below"
2025-11-13 14:31:00+00:00,679.99,680.29,679.805,680.29,681.0957738979405,681.6648833564184,682.3553829119575,0,-0.0011830552013691875,-0.002016949075693497,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-0.6760585202628852,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-0.68, ema9_vs_ema20=below"
2025-11-13 14:32:00+00:00,680.22,680.4,680.125,680.205,680.9587317597959,681.5379369775994,682.271054170312,0,-0.0011068684850372712,-0.001955778109008155,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-0.7039880338581657,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-0.70, ema9_vs_ema20=below"
2025-11-13 14:33:00+00:00,680.37,680.6,680.34,680.41,680.8743114890581,681.4398555012865,682.1980716538292,0,-0.0006819342149105845,-0.001511293319538698,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-0.6366286187165694,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-0.64, ema9_vs_ema20=below"
2025-11-13 14:34:00+00:00,680.29,680.49,679.96,680.06,680.7490327984337,681.3198680663921,682.1142257066201,0,-0.001012168604340613,-0.0018491579732845542,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-0.7516324982266601,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-0.75, ema9_vs_ema20=below"
2025-11-13 14:35:00+00:00,680.065,680.075,679.49,679.59,680.5707200602133,681.1694447562711,682.0152364632232,0,-0.0014410259379458168,-0.0023187251988912028,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-0.9060662792830292,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-0.91, ema9_vs_ema20=below"
2025-11-13 14:36:00+00:00,679.54,679.54,679.05,679.195,680.3590708201804,680.9977539078998,681.9046389548615,0,-0.0017109653859351814,-0.0026472244549333723,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:37:00+00:00,679.095,679.28,678.89,679.2,680.1807522324603,680.841427481126,681.7985746821219,0,-0.0014418994204721258,-0.0024108807350319283,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:38:00+00:00,678.945,679.055,678.81,678.92,679.9867903505434,680.6743468305933,681.68568940047,0,-0.001568839815246248,-0.0025773658707164415,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:39:00+00:00,678.95,679.315,678.82,678.87,679.8149764504598,680.5174471061939,681.5752702082947,0,-0.0013900494740404223,-0.0024208741645044274,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:40:00+00:00,678.79,678.835,678.535,678.67,679.638826227312,680.3567995317424,681.4613380432636,0,-0.0014255015898518852,-0.002479286652096846,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:41:00+00:00,678.775,678.97,678.49,678.605,679.4797760384948,680.2044691376778,681.3493247866651,0,-0.001287420272601647,-0.002351453438266149,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:42:00+00:00,678.44,678.81,678.23,678.68,679.356733571034,680.0719066039668,681.2446453832665,0,-0.0009961387553735213,-0.0020467050475846404,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:43:00+00:00,678.685,678.685,677.94,678.09,679.1618514831827,679.8995668992741,681.120933799609,0,-0.0015781974220753225,-0.0026615208883374875,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:44:00+00:00,678.035,678.055,677.725,677.76,678.9461820242315,679.7135176036851,680.9891324741342,0,-0.0017470928560124888,-0.0028740308278289994,682.7965,684.7548362836845,680.8381637163155,0.005736222384515746,-1.0,0,0,0,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.0,flat,0.125,headroom_to_15m_upper,no_strong_short_reasons,"15m(open_up=0, open_dn=0), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
