date,SPY_open,SPY_high,SPY_low,SPY_close,ema9,ema20,ema40,ema9_above_ema20,dist_ema9_pct,dist_ema20_pct,bb_mid_15,bb_up_15,bb_lo_15,bb_w_15,bb_pos_15,bb_open_any_15,bb_open_up_15,bb_open_dn_15,bb_mid_60,bb_up_60,bb_lo_60,bb_w_60,bb_pos_60,bb_open_any_60,bb_open_up_60,bb_open_dn_60,trend_up,trend_down,touch_ema9_up,touch_ema9_dn,long_signal,short_signal,conf_long,conf_short,signal_now,confidence_0_1,rationale_long,rationale_short,explain_state
2025-11-13 14:45:00+00:00,677.66,678.06,677.55,677.855,678.7783078666573,679.5519073772778,680.8662253182858,0,-0.001360249518814416,-0.0024970975121340055,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:46:00+00:00,677.87,678.26,677.78,678.165,678.6839528102485,679.4313067357754,680.7602949136473,0,-0.0007646457649390648,-0.001863774487900982,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:47:00+00:00,678.205,678.39,678.04,678.04,678.5848831471333,679.3103235413602,680.6536166817395,0,-0.0008029697693916482,-0.0018700194849650131,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:48:00+00:00,678.08,678.3,677.89,678.3,678.5410549706512,679.2224693203724,680.561317988338,0,-0.0003552548057120797,-0.001358125447904368,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:49:00+00:00,678.37,678.61,677.99,678.175,678.4847388213202,679.1313850316444,680.4677368907562,0,-0.000456515531739643,-0.0014082474359506936,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:50:00+00:00,678.16,678.705,678.16,678.56,678.496317464194,679.0816993767188,680.392923679354,0,9.385833668762444e-05,-0.0007682424326818094,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:51:00+00:00,678.67,679.015,678.555,678.925,678.5622686235488,679.0680733439607,680.3353580448695,0,0.0005345587180773936,-0.00021069072391544097,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:52:00+00:00,678.99,679.165,678.845,679.165,678.6549965276182,679.0765017488337,680.2894616509531,0,0.0007514915162949443,0.000130321474735684,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:53:00+00:00,679.02,679.1,678.73,678.86,678.6865355233693,679.0576755098048,680.2334043313078,0,0.00025558850448814674,-0.0002911026808677386,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:54:00+00:00,678.93,679.045,678.44,678.53,678.6624531351587,679.0117906828652,680.1666041614527,0,-0.00019516791380869147,-0.0007095468583553366,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,True,False,False,0.25,0.5,flat,0.25,headroom_to_15m_upper,HTF_bands_open_down;touch_or_cross_ema9_dn,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:55:00+00:00,678.63,679.095,678.47,678.875,678.6951526528266,678.999895840877,680.1159530178663,0,0.0002649898801700967,-0.00018394088370565775,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:56:00+00:00,678.98,679.115,678.775,678.94,678.7328214754687,678.9946875068877,680.0698372132441,0,0.000305243120674481,-8.054187741646235e-05,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:57:00+00:00,679.05,679.32,678.85,679.0,678.773925863858,678.9951494628106,680.0278828127248,0,0.00033306249330999904,7.143699322753605e-06,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:58:00+00:00,679.04,679.165,678.905,679.05,678.8163988078799,678.9999190747401,679.9895344671278,0,0.0003441301543838371,7.375689429856003e-05,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 14:59:00+00:00,679.095,679.095,678.78,678.78,678.8107989912829,678.9807956769366,679.9421017429268,0,-4.537198189646929e-05,-0.00029573101067825736,682.504,685.4080946954251,679.5999053045749,0.008510117729493456,-1.0,1,0,1,682.3475000000001,685.3908755929888,679.3041244070114,0.00892030993881767,-1.0,0,0,0,0,0,False,True,False,False,0.25,0.5,flat,0.25,headroom_to_15m_upper,HTF_bands_open_down;touch_or_cross_ema9_dn,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 15:00:00+00:00,678.75,679.37,678.75,679.03,678.8445222233933,678.9850743137248,679.9063330471257,0,0.0002732257100628299,6.616594086494842e-05,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-0.987454516457888,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-0.9287528177951688,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-0.99, bb_pos_60=-0.93, ema9_vs_ema20=below"
2025-11-13 15:01:00+00:00,678.89,678.89,678.535,678.73,678.8269034197942,678.9628939386183,679.8602023393953,0,-0.00014275129536855946,-0.00034301423641469597,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-1.0,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-1.0,0,0,0,0,0,False,True,False,False,0.25,0.5,flat,0.25,headroom_to_15m_upper,HTF_bands_open_down;touch_or_cross_ema9_dn,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 15:02:00+00:00,678.685,678.715,678.28,678.28,678.7427644321335,678.9035118569994,679.7982336202034,0,-0.0006817964866567827,-0.000918410121777069,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-1.0,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-1.0,0,0,0,0,0,False,True,False,False,0.25,0.5,flat,0.25,headroom_to_15m_upper,HTF_bands_open_down;touch_or_cross_ema9_dn,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 15:03:00+00:00,678.35,678.48,678.32,678.48,678.7023391348823,678.8666847389995,679.7465381841171,0,-0.00032759447266039743,-0.0005696033517216259,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-1.0,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 15:04:00+00:00,678.47,678.47,677.99,678.06,678.6035177295158,678.7965382399561,679.6803994317988,0,-0.0008009356204553564,-0.0010850648146585318,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-1.0,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 15:05:00+00:00,678.16,678.47,678.16,678.34,678.5629765403595,678.7568392625686,679.6278347481989,0,-0.0003286010997775035,-0.0006141216389384807,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-1.0,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-1.0,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-1.00, ema9_vs_ema20=below"
2025-11-13 15:06:00+00:00,678.37,678.93,678.37,678.925,678.6186724572273,678.7714619353889,679.6002726012107,0,0.00045139863550103243,0.00022619994095407492,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-1.0,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-0.9595207767377499,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-1.00, bb_pos_60=-0.96, ema9_vs_ema20=below"
2025-11-13 15:07:00+00:00,679.0,679.34,678.81,679.335,678.7288766945769,678.8204652453551,679.5898697541044,0,0.0008930271368075005,0.0007579835626478904,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-0.8941974712435464,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-0.839379222771478,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-0.89, bb_pos_60=-0.84, ema9_vs_ema20=below"
2025-11-13 15:08:00+00:00,679.5,679.83,679.365,679.65,678.8705879723343,678.8925987022808,679.5922278029631,0,0.0011481010393949997,0.001115642296243946,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-0.7978828179894286,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-0.7470753459437682,0,0,0,0,0,True,False,False,False,0.5,0.25,flat,0.25,touch_or_cross_ema9_up;headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-0.80, bb_pos_60=-0.75, ema9_vs_ema20=below"
2025-11-13 15:09:00+00:00,679.77,679.92,679.74,679.92,679.0320359765906,678.9819379455607,679.6050816146115,1,0.0013076909134814851,0.0013815714410276847,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-0.7153274009144606,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-0.6679577372342933,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-0.72, bb_pos_60=-0.67, ema9_vs_ema20=above"
2025-11-13 15:10:00+00:00,679.925,679.93,679.64,679.87,679.1609535186536,679.0591607329034,679.6154705709013,1,0.001044003601315513,0.001194062776830096,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-0.7306154411135158,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-0.682609146254554,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-0.73, bb_pos_60=-0.68, ema9_vs_ema20=above"
2025-11-13 15:11:00+00:00,679.865,679.91,679.77,679.825,679.2631145157837,679.1257554517814,679.6236874112581,1,0.0008271985806513893,0.0010296245468610632,682.2595,685.5300303851205,678.9889696148795,0.009587350224131836,-0.7443746772926656,1,0,1,682.1995,685.6121410593555,678.7868589406444,0.0100048184126654,-0.6957954143727888,0,0,0,0,0,False,False,False,False,0.25,0.25,flat,0.125,headroom_to_15m_upper,HTF_bands_open_down,"15m(open_up=0, open_dn=1), 60m(open_up=0, open_dn=0), trend_up=0, trend_down=0, bb_pos_15=-0.74, bb_pos_60=-0.70, ema9_vs_ema20=above"
