date,SPY_open,SPY_high,SPY_low,SPY_close,SPY_volume,pred_label
2025-11-25 20:03:00+00:00,674.26,674.375,674.26,674.365,1720.0,1
2025-11-25 20:04:00+00:00,674.46,674.56,674.46,674.49,1201.0,1
2025-11-25 20:05:00+00:00,674.49,674.5,674.425,674.425,411.0,1
2025-11-25 20:06:00+00:00,674.45,674.505,674.425,674.495,1892.0,1
2025-11-25 20:07:00+00:00,674.475,674.69,674.45,674.69,1566.0,1
2025-11-25 20:08:00+00:00,674.69,674.76,674.6,674.625,1920.0,1
2025-11-25 20:09:00+00:00,674.625,674.625,674.52,674.52,747.0,1
2025-11-25 20:10:00+00:00,674.44,674.445,674.37,674.37,520.0,1
2025-11-25 20:11:00+00:00,674.41,674.41,674.235,674.28,659.0,1
2025-11-25 20:12:00+00:00,674.345,674.345,674.32,674.345,755.0,1
2025-11-25 20:13:00+00:00,674.27,674.47,674.27,674.42,322.0,1
2025-11-25 20:14:00+00:00,674.42,674.42,674.42,674.42,95.0,1
2025-11-25 20:15:00+00:00,674.305,674.45,674.305,674.45,915.0,1
2025-11-25 20:16:00+00:00,674.47,674.47,674.35,674.455,1197.0,1
2025-11-25 20:17:00+00:00,674.48,674.485,674.475,674.475,211.0,1
2025-11-25 20:18:00+00:00,674.49,674.53,674.465,674.53,566.0,1
2025-11-25 20:19:00+00:00,674.6,674.6,674.53,674.57,348.0,1
2025-11-25 20:20:00+00:00,674.56,674.56,674.54,674.545,811.0,1
2025-11-25 20:21:00+00:00,674.54,674.54,674.45,674.455,628.0,1
2025-11-25 20:22:00+00:00,674.605,674.625,674.55,674.55,550.0,1
2025-11-25 20:23:00+00:00,674.54,674.615,674.54,674.595,3922.0,1
2025-11-25 20:24:00+00:00,674.625,674.73,674.625,674.645,786.0,1
2025-11-25 20:25:00+00:00,674.65,674.66,674.57,674.57,880.0,1
2025-11-25 20:26:00+00:00,674.54,674.54,674.44,674.445,999.0,1
2025-11-25 20:27:00+00:00,674.445,674.465,674.445,674.465,161.0,1
2025-11-25 20:28:00+00:00,674.59,674.69,674.59,674.665,596.0,1
2025-11-25 20:29:00+00:00,674.625,674.63,674.54,674.54,771.0,1
2025-11-25 20:30:00+00:00,674.52,674.63,674.47,674.63,1330.0,1
2025-11-25 20:31:00+00:00,674.66,675.14,674.66,675.05,2652.0,1
2025-11-25 20:32:00+00:00,674.98,674.99,674.9,674.95,1172.0,1
2025-11-25 20:33:00+00:00,674.91,675.02,674.91,675.02,1986.0,1
2025-11-25 20:34:00+00:00,675.03,675.16,674.99,675.14,1458.0,1
2025-11-25 20:35:00+00:00,675.15,675.38,675.15,675.38,3045.0,1
2025-11-25 20:36:00+00:00,675.33,675.33,675.145,675.22,2079.0,1
2025-11-25 20:37:00+00:00,675.24,675.25,675.12,675.13,1090.0,1
2025-11-25 20:38:00+00:00,675.16,675.35,675.16,675.345,1438.0,1
2025-11-25 20:39:00+00:00,675.335,675.37,675.26,675.34,3319.0,1
2025-11-25 20:40:00+00:00,675.42,675.45,675.365,675.385,8626.0,1
2025-11-25 20:41:00+00:00,675.365,675.375,675.13,675.285,10854.0,1
2025-11-25 20:42:00+00:00,675.3,675.325,675.195,675.31,9108.0,1
2025-11-25 20:43:00+00:00,675.32,675.35,675.25,675.32,2252.0,1
2025-11-25 20:44:00+00:00,675.33,675.365,675.185,675.19,1852.0,1
2025-11-25 20:45:00+00:00,675.12,675.19,675.06,675.16,1917.0,1
2025-11-25 20:46:00+00:00,675.19,675.395,675.19,675.395,1322.0,1
2025-11-25 20:47:00+00:00,675.415,675.56,675.37,675.55,2273.0,1
2025-11-25 20:48:00+00:00,675.525,675.72,675.48,675.67,3886.0,1
2025-11-25 20:49:00+00:00,675.55,675.57,675.445,675.445,2834.0,1
2025-11-25 20:50:00+00:00,675.44,675.87,675.44,675.77,6200.0,1
2025-11-25 20:51:00+00:00,675.775,675.9,675.74,675.88,6792.0,1
2025-11-25 20:52:00+00:00,675.88,676.11,675.88,675.985,7138.0,1
2025-11-25 20:53:00+00:00,675.97,676.19,675.97,676.15,4726.0,1
2025-11-25 20:54:00+00:00,676.14,676.19,675.665,675.71,12258.0,1
2025-11-25 20:55:00+00:00,675.71,675.93,675.635,675.72,13620.0,1
2025-11-25 20:56:00+00:00,675.72,675.72,675.595,675.685,14950.0,1
2025-11-25 20:57:00+00:00,675.66,675.66,675.32,675.355,23658.0,1
2025-11-25 20:58:00+00:00,675.315,675.38,675.17,675.365,23783.0,1
2025-11-25 20:59:00+00:00,675.33,675.43,675.0,675.0,26947.0,1
2025-11-25 21:07:00+00:00,675.11,675.11,675.11,675.11,120.0,1
2025-11-25 21:10:00+00:00,675.14,675.14,675.14,675.14,120.0,1
2025-11-25 21:17:00+00:00,675.18,675.18,675.18,675.18,60.0,1
