date,SPY_open,SPY_high,SPY_low,SPY_close,SPY_volume,pred_label
2025-11-11 20:08:00+00:00,683.27,683.33,683.24,683.33,3102.0,2
2025-11-11 20:09:00+00:00,683.33,683.38,683.205,683.215,1519.0,2
2025-11-11 20:10:00+00:00,683.23,683.37,683.23,683.35,2573.0,2
2025-11-11 20:11:00+00:00,683.335,683.38,683.27,683.38,2153.0,2
2025-11-11 20:12:00+00:00,683.39,683.455,683.38,683.455,1866.0,2
2025-11-11 20:13:00+00:00,683.5,683.54,683.365,683.385,2561.0,2
2025-11-11 20:14:00+00:00,683.375,683.4,683.335,683.39,4865.0,2
2025-11-11 20:15:00+00:00,683.37,683.41,683.24,683.27,2257.0,2
2025-11-11 20:16:00+00:00,683.28,683.33,683.19,683.26,2374.0,2
2025-11-11 20:17:00+00:00,683.26,683.28,683.19,683.19,1742.0,2
2025-11-11 20:18:00+00:00,683.2,683.34,683.2,683.32,3772.0,2
2025-11-11 20:19:00+00:00,683.31,683.345,683.15,683.2,3182.0,2
2025-11-11 20:20:00+00:00,683.205,683.265,683.11,683.18,3607.0,2
2025-11-11 20:21:00+00:00,683.145,683.15,683.0,683.03,3466.0,2
2025-11-11 20:22:00+00:00,682.99,682.99,682.805,682.87,5445.0,2
2025-11-11 20:23:00+00:00,682.95,683.0,682.9,683.0,2901.0,2
2025-11-11 20:24:00+00:00,683.015,683.13,683.015,683.075,1951.0,2
2025-11-11 20:25:00+00:00,683.05,683.11,682.935,683.085,7596.0,2
2025-11-11 20:26:00+00:00,683.09,683.17,682.92,682.92,4459.0,2
2025-11-11 20:27:00+00:00,682.91,683.055,682.82,683.055,7801.0,2
2025-11-11 20:28:00+00:00,682.99,683.0,682.79,682.91,3170.0,2
2025-11-11 20:29:00+00:00,682.94,682.95,682.9,682.91,2743.0,2
2025-11-11 20:30:00+00:00,682.835,682.835,682.64,682.7,5093.0,2
2025-11-11 20:31:00+00:00,682.7,682.7,682.52,682.655,5714.0,2
2025-11-11 20:32:00+00:00,682.72,682.925,682.72,682.92,3561.0,2
2025-11-11 20:33:00+00:00,682.9,683.05,682.9,682.95,7826.0,2
2025-11-11 20:34:00+00:00,682.94,682.94,682.815,682.835,2199.0,2
2025-11-11 20:35:00+00:00,682.825,682.87,682.76,682.775,3784.0,2
2025-11-11 20:36:00+00:00,682.78,682.78,682.66,682.67,3781.0,2
2025-11-11 20:37:00+00:00,682.68,682.77,682.68,682.74,2060.0,2
2025-11-11 20:38:00+00:00,682.75,682.78,682.72,682.76,1906.0,2
2025-11-11 20:39:00+00:00,682.73,682.9,682.7,682.8,2918.0,2
2025-11-11 20:40:00+00:00,682.8,682.96,682.67,682.96,5677.0,2
2025-11-11 20:41:00+00:00,682.975,682.98,682.78,682.84,3136.0,2
2025-11-11 20:42:00+00:00,682.87,682.97,682.77,682.93,4510.0,2
2025-11-11 20:43:00+00:00,682.89,683.03,682.89,682.995,13786.0,2
2025-11-11 20:44:00+00:00,682.97,683.1,682.93,683.08,3117.0,2
2025-11-11 20:45:00+00:00,683.09,683.15,683.075,683.11,5324.0,2
2025-11-11 20:46:00+00:00,683.065,683.065,682.85,682.9,2906.0,2
2025-11-11 20:47:00+00:00,682.965,683.06,682.96,683.04,4688.0,2
2025-11-11 20:48:00+00:00,683.03,683.035,682.83,682.87,6964.0,2
2025-11-11 20:49:00+00:00,682.855,683.01,682.83,682.92,4646.0,2
2025-11-11 20:50:00+00:00,682.94,683.22,682.89,683.21,7607.0,2
2025-11-11 20:51:00+00:00,683.195,683.27,683.05,683.105,7437.0,2
2025-11-11 20:52:00+00:00,683.09,683.32,683.03,683.315,7020.0,2
2025-11-11 20:53:00+00:00,683.31,683.56,683.31,683.505,13733.0,2
2025-11-11 20:54:00+00:00,683.47,683.51,683.24,683.25,4613.0,2
2025-11-11 20:55:00+00:00,683.26,683.26,682.895,682.895,7758.0,2
2025-11-11 20:56:00+00:00,682.93,683.04,682.875,682.875,7313.0,2
2025-11-11 20:57:00+00:00,682.88,682.905,682.605,682.655,17938.0,2
2025-11-11 20:58:00+00:00,682.65,682.67,682.365,682.47,35360.0,2
2025-11-11 20:59:00+00:00,682.44,682.94,682.295,682.9,53350.0,2
2025-11-11 21:09:00+00:00,683.2,683.2,683.2,683.2,97.0,2
2025-11-11 21:10:00+00:00,683.24,683.24,683.21,683.21,2120.0,2
2025-11-11 21:11:00+00:00,683.21,683.23,683.21,683.23,1265.0,2
2025-11-11 21:13:00+00:00,683.4,683.43,683.4,683.43,790.0,2
2025-11-11 21:14:00+00:00,683.39,683.45,683.39,683.45,3829.0,2
2025-11-11 21:15:00+00:00,683.48,683.53,683.48,683.53,2044.0,2
2025-11-11 21:59:00+00:00,682.97,682.97,682.97,682.97,230.0,2
2025-11-12 13:04:00+00:00,685.24,685.25,685.24,685.25,195.0,2
