date,SPY_open,SPY_high,SPY_low,SPY_close,SPY_volume,pred_label
2025-12-08 20:18:00+00:00,682.455,682.65,682.44,682.64,1169.0,0
2025-12-08 20:19:00+00:00,682.62,682.64,682.57,682.64,431.0,0
2025-12-08 20:20:00+00:00,682.62,682.66,682.56,682.61,2936.0,0
2025-12-08 20:21:00+00:00,682.655,682.74,682.615,682.655,1414.0,0
2025-12-08 20:22:00+00:00,682.66,682.75,682.66,682.725,1363.0,0
2025-12-08 20:23:00+00:00,682.67,682.67,682.53,682.58,1629.0,0
2025-12-08 20:24:00+00:00,682.58,682.58,682.55,682.57,2574.0,0
2025-12-08 20:25:00+00:00,682.54,682.675,682.535,682.675,2950.0,0
2025-12-08 20:26:00+00:00,682.67,682.68,682.43,682.63,2345.0,0
2025-12-08 20:27:00+00:00,682.585,682.63,682.57,682.63,3174.0,0
2025-12-08 20:28:00+00:00,682.63,682.66,682.53,682.565,1945.0,0
2025-12-08 20:29:00+00:00,682.6,682.64,682.555,682.63,1702.0,0
2025-12-08 20:30:00+00:00,682.65,682.65,682.39,682.41,5019.0,0
2025-12-08 20:31:00+00:00,682.41,682.515,682.36,682.49,3521.0,0
2025-12-08 20:32:00+00:00,682.51,682.56,682.34,682.34,2313.0,0
2025-12-08 20:33:00+00:00,682.35,682.38,682.29,682.34,1113.0,0
2025-12-08 20:34:00+00:00,682.31,682.32,682.22,682.27,7630.0,0
2025-12-08 20:35:00+00:00,682.27,682.3,682.06,682.2,5502.0,0
2025-12-08 20:36:00+00:00,682.23,682.37,682.23,682.3,3681.0,0
2025-12-08 20:37:00+00:00,682.3,682.46,682.3,682.395,1306.0,0
2025-12-08 20:38:00+00:00,682.365,682.44,682.305,682.42,3503.0,0
2025-12-08 20:39:00+00:00,682.43,682.43,682.35,682.365,2446.0,0
2025-12-08 20:40:00+00:00,682.35,682.45,682.29,682.44,11437.0,0
2025-12-08 20:41:00+00:00,682.475,682.505,682.4,682.44,10785.0,0
2025-12-08 20:42:00+00:00,682.46,682.55,682.45,682.55,3122.0,0
2025-12-08 20:43:00+00:00,682.53,682.695,682.53,682.68,1753.0,0
2025-12-08 20:44:00+00:00,682.675,682.685,682.5,682.685,3503.0,0
2025-12-08 20:45:00+00:00,682.7,682.7,682.58,682.58,2769.0,0
2025-12-08 20:46:00+00:00,682.62,682.69,682.61,682.62,3859.0,0
2025-12-08 20:47:00+00:00,682.635,682.72,682.51,682.605,3184.0,0
2025-12-08 20:48:00+00:00,682.6,682.61,682.4,682.55,9449.0,0
2025-12-08 20:49:00+00:00,682.53,682.61,682.48,682.52,8066.0,0
2025-12-08 20:50:00+00:00,682.68,682.75,682.63,682.67,7932.0,0
2025-12-08 20:51:00+00:00,682.675,682.785,682.63,682.72,7695.0,0
2025-12-08 20:52:00+00:00,682.725,682.81,682.66,682.775,4868.0,0
2025-12-08 20:53:00+00:00,682.8,682.88,682.73,682.79,6085.0,0
2025-12-08 20:54:00+00:00,682.74,682.77,682.33,682.48,17956.0,0
2025-12-08 20:55:00+00:00,682.52,682.67,682.485,682.505,13398.0,0
2025-12-08 20:56:00+00:00,682.5,682.6,682.43,682.46,18129.0,0
2025-12-08 20:57:00+00:00,682.44,682.84,682.44,682.82,19571.0,0
2025-12-08 20:58:00+00:00,682.82,682.84,682.72,682.82,23185.0,0
2025-12-08 20:59:00+00:00,682.82,683.75,682.82,683.68,42550.0,0
2025-12-08 21:00:00+00:00,683.66,683.66,683.61,683.61,8277.0,0
2025-12-08 21:01:00+00:00,683.51,683.53,683.51,683.53,922.0,0
2025-12-08 21:02:00+00:00,683.51,683.59,683.51,683.52,5580.0,0
2025-12-08 21:03:00+00:00,683.5,683.55,683.5,683.52,3120.0,0
2025-12-08 21:04:00+00:00,683.5,683.5,683.5,683.5,1517.0,0
2025-12-08 21:05:00+00:00,683.5,683.5,683.45,683.45,1841.0,0
2025-12-08 21:06:00+00:00,683.47,683.47,683.4,683.4,6004.0,0
2025-12-08 21:07:00+00:00,683.47,683.47,683.47,683.47,1497.0,0
2025-12-08 21:08:00+00:00,683.45,683.45,683.45,683.45,2797.0,0
2025-12-08 21:09:00+00:00,683.53,683.53,683.53,683.53,160.0,0
2025-12-08 21:12:00+00:00,683.46,683.48,683.46,683.46,3773.0,0
2025-12-08 21:14:00+00:00,683.45,683.45,683.45,683.45,76.0,0
2025-12-08 21:20:00+00:00,683.58,683.6,683.58,683.6,4319.0,0
2025-12-08 21:21:00+00:00,683.57,683.57,683.57,683.57,200.0,0
2025-12-08 21:23:00+00:00,683.63,683.63,683.63,683.63,1517.0,0
2025-12-08 21:25:00+00:00,683.61,683.61,683.61,683.61,107.0,0
2025-12-08 21:26:00+00:00,683.63,683.68,683.63,683.68,3516.0,0
2025-12-08 21:30:00+00:00,684.17,684.17,684.08,684.08,376.0,0
