date,SPY_open,SPY_high,SPY_low,SPY_close,SPY_volume,pred_label
2025-12-05 20:16:00+00:00,686.0,686.09,686.0,686.09,1488.0,0
2025-12-05 20:17:00+00:00,686.1,686.2,686.035,686.05,2067.0,0
2025-12-05 20:18:00+00:00,686.045,686.105,685.98,686.105,2622.0,0
2025-12-05 20:19:00+00:00,686.105,686.24,686.105,686.24,1237.0,0
2025-12-05 20:20:00+00:00,686.22,686.22,686.11,686.145,1311.0,0
2025-12-05 20:21:00+00:00,686.155,686.155,686.045,686.075,2252.0,0
2025-12-05 20:22:00+00:00,686.025,686.025,685.95,685.95,2757.0,0
2025-12-05 20:23:00+00:00,685.91,685.985,685.91,685.96,2082.0,0
2025-12-05 20:24:00+00:00,685.95,685.995,685.905,685.975,2748.0,0
2025-12-05 20:25:00+00:00,685.98,685.98,685.81,685.81,933.0,0
2025-12-05 20:26:00+00:00,685.84,685.91,685.755,685.91,1463.0,0
2025-12-05 20:27:00+00:00,685.9,685.9,685.785,685.8,2967.0,0
2025-12-05 20:28:00+00:00,685.795,685.945,685.76,685.935,2414.0,0
2025-12-05 20:29:00+00:00,685.95,686.015,685.915,686.005,2214.0,0
2025-12-05 20:30:00+00:00,685.995,686.0,685.84,685.84,1301.0,0
2025-12-05 20:31:00+00:00,685.805,685.82,685.69,685.69,856.0,0
2025-12-05 20:32:00+00:00,685.68,685.91,685.68,685.89,1485.0,0
2025-12-05 20:33:00+00:00,685.895,685.895,685.78,685.84,1780.0,0
2025-12-05 20:34:00+00:00,685.86,685.91,685.845,685.91,2563.0,0
2025-12-05 20:35:00+00:00,685.855,685.87,685.78,685.8,2207.0,0
2025-12-05 20:36:00+00:00,685.825,685.88,685.825,685.875,1889.0,0
2025-12-05 20:37:00+00:00,685.88,685.93,685.835,685.93,2717.0,0
2025-12-05 20:38:00+00:00,685.92,686.0,685.855,685.855,3250.0,0
2025-12-05 20:39:00+00:00,685.845,685.86,685.755,685.76,2218.0,0
2025-12-05 20:40:00+00:00,685.775,685.775,685.7,685.7,2430.0,0
2025-12-05 20:41:00+00:00,685.785,685.795,685.62,685.64,1389.0,0
2025-12-05 20:42:00+00:00,685.62,685.74,685.5,685.71,3903.0,0
2025-12-05 20:43:00+00:00,685.74,685.85,685.72,685.85,1606.0,0
2025-12-05 20:44:00+00:00,685.845,685.89,685.8,685.875,2382.0,0
2025-12-05 20:45:00+00:00,685.8,685.81,685.63,685.63,3943.0,0
2025-12-05 20:46:00+00:00,685.63,685.69,685.33,685.34,8870.0,0
2025-12-05 20:47:00+00:00,685.32,685.32,685.02,685.11,33846.0,0
2025-12-05 20:48:00+00:00,685.11,685.115,684.96,685.04,12141.0,0
2025-12-05 20:49:00+00:00,685.0,685.03,684.89,684.97,33323.0,0
2025-12-05 20:50:00+00:00,685.06,685.295,684.895,684.92,10343.0,0
2025-12-05 20:51:00+00:00,684.92,684.94,684.61,684.64,7171.0,0
2025-12-05 20:52:00+00:00,684.64,684.975,684.62,684.95,18488.0,0
2025-12-05 20:53:00+00:00,684.93,685.49,684.835,685.37,6526.0,0
2025-12-05 20:54:00+00:00,685.38,685.48,684.87,685.11,8825.0,0
2025-12-05 20:55:00+00:00,685.23,685.375,685.11,685.125,31039.0,0
2025-12-05 20:56:00+00:00,685.12,685.28,685.12,685.21,11597.0,0
2025-12-05 20:57:00+00:00,685.18,685.36,685.105,685.335,14596.0,0
2025-12-05 20:58:00+00:00,685.33,685.555,685.28,685.555,21790.0,0
2025-12-05 20:59:00+00:00,685.61,686.025,685.61,685.62,62507.0,0
2025-12-05 21:01:00+00:00,685.77,685.89,685.77,685.89,3162.0,0
2025-12-05 21:02:00+00:00,685.91,685.91,685.82,685.86,7122.0,0
2025-12-05 21:03:00+00:00,685.88,685.88,685.8,685.84,6860.0,0
2025-12-05 21:04:00+00:00,685.83,685.86,685.83,685.86,3797.0,0
2025-12-05 21:05:00+00:00,685.88,685.88,685.88,685.88,320.0,0
2025-12-05 21:06:00+00:00,685.91,685.98,685.91,685.98,4500.0,0
2025-12-05 21:07:00+00:00,685.95,685.98,685.95,685.98,3020.0,0
2025-12-05 21:08:00+00:00,686.08,686.08,686.06,686.06,890.0,0
2025-12-05 21:09:00+00:00,685.96,685.96,685.96,685.96,200.0,0
2025-12-05 21:10:00+00:00,685.97,685.97,685.91,685.91,3873.0,0
2025-12-05 21:11:00+00:00,685.96,685.97,685.95,685.97,1640.0,0
2025-12-05 21:12:00+00:00,685.9,685.9,685.9,685.9,80.0,0
2025-12-05 21:14:00+00:00,686.03,686.04,685.98,685.98,13882.0,0
2025-12-05 21:16:00+00:00,686.02,686.02,686.02,686.02,1500.0,0
2025-12-05 21:19:00+00:00,685.94,685.94,685.94,685.94,1500.0,0
2025-12-05 21:48:00+00:00,686.04,686.04,686.04,686.04,151.0,0
