SPY_EMA5_diff_pct,SPY_EMA24_diff_pct,SPY_EMA50_diff_pct,SPY_EMA200_diff_pct,SPY_RSI_14,SPY_MACD_12_26,SPY_MACD_signal_9m,SPY_MACD_hist,SPY_ATR_14,SPY_BB_percentB,SPY_BB_z,SPY_stoch_k,SPY_stoch_d,SPY_volume,SPY_vol_rel_24,SPY_ROC_12,SPY_ROC_20,SPY_WilliamsR_14,SPY_CCI_20,SPY_OBV,SPY_MFI_14,SPY_Keltner_percentB,SPY_volatility_std12,SPY_volatility_std24,SPY_cumret_30m
,,,,,,,,,,,,,,,,,,,0.0,,,,,
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1169.0,,,,,,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,431.0,,,,,,0.0,,,,,
-2.9298448646688288e-05,-4.043140899300363e-05,-4.2223689039969144e-05,-4.3509764333924535e-05,0.0,-0.0023931623932185175,-0.00047863247864370355,-0.001914529914574814,,,,,,2936.0,,,,,,-2936.0,,,,,
2.44150758206381e-05,2.345016939745512e-05,2.2767654304987883e-05,2.2187810197541536e-05,61.764587197459896,-0.0006511310784844682,-0.0005131321986118565,-0.0001379988798726117,,,,,,1414.0,,,,,,-1522.0,,,,,
8.463534778887203e-05,0.000115912749450527,0.00012039606301008951,0.00012348964351015248,81.2082198534791,0.0063051741518620474,0.0008505290714829244,0.005454645080379123,,,,,,1363.0,,,,,,-159.0,,,,,
-8.518150986013004e-05,-8.877706445840199e-05,-8.84056413896789e-05,-8.803607343981915e-05,38.04732091548085,0.00011646543885035499,0.0007037163449564106,-0.0005872509061060556,,,,,,1629.0,,,,,,-1788.0,,,,,
-6.655592098937518e-05,-9.515276365088107e-05,-9.901368519802013e-05,-0.00010166344285954411,36.60248621947079,-0.00553128600790842,-0.0005432841256165556,-0.004988001882291865,,,,,,2574.0,,,,,,-4362.0,,,,,
5.817445252232263e-05,5.3969684024420416e-05,5.265226984782842e-05,5.163234943697551e-05,55.6476346878391,-0.0015170595232802953,-0.0007380392051493036,-0.0007790203181309917,,,,,,2950.0,,,,,,-1412.0,,,,,
-5.164377514498405e-06,-1.0994965104360774e-05,-1.2748043533073661e-05,-1.4146048803775196e-05,48.87158504652257,-0.001944465445149035,-0.00097932445314925,-0.000965140991999785,,,,,,2345.0,,,,,,-3757.0,,,,,
-3.442924269963525e-06,-1.0115376793608994e-05,-1.2248126380315208e-05,-1.4005294070600716e-05,48.87158362236398,-0.0022571684843342155,-0.0012348932593862433,-0.0010222752249479721,,,,,,3174.0,,,,,,-3757.0,,,,,
-6.577719960668932e-05,-9.69084385959103e-05,-0.0001032529644145332,-0.00010813723095281845,40.591493437393176,-0.007661626210392569,-0.0025202398495875085,-0.005141386360805061,,,,,,1945.0,,,,,,-5702.0,,,,,
1.963018219286432e-05,-1.553550193528257e-06,-7.718723865532964e-06,-1.278996227650505e-05,49.75846894477609,-0.006623390796789863,-0.0033408700390279798,-0.0032825207577618833,,,,,,1702.0,,,,,,-4000.0,,,,,
-0.00020179307776484185,-0.0002979368244679582,-0.00031706213053799936,-0.0003317358637513588,31.846766854263436,-0.02328433580555611,-0.007329563192333606,-0.015954772613222507,,,,,,5019.0,,-0.00033692722371476757,,,,-9019.0,40.152713941307425,,0.0001357359955520327,,
-5.639169527493799e-05,-0.00016628336601507847,-0.00019203127908238007,-0.00021240887280408349,40.267203784183415,-0.029690667811678395,-0.011801784116202564,-0.01788888369547583,0.13642857142856915,,,33.3333324786325,,3521.0,,-0.00021973514590088467,,-66.666664957265,,-5498.0,35.59336929571904,0.34232528614543484,0.0001420137507053566,,
-0.00018412544376992005,-0.00035515880711734567,-0.00039563096074108034,-0.00042784751211763695,32.22719266793921,-0.04633733057653444,-0.018708893408268944,-0.027628437168265498,0.14239795918366518,,,0.0,,2313.0,,-0.00039554064545791357,,-99.99999756097567,,-7811.0,33.12279676307371,0.11279473177181995,0.00015350655024391494,,
-0.0001227578301267627,-0.0003267553865524024,-0.00038012191867281444,-0.0004235921262541426,32.22719220596147,-0.05885152698112961,-0.026737420122841075,-0.032114106858288534,0.13865524781340566,,,10.869564981110383,14.734299153247628,1113.0,,-0.00046143366707242537,,-89.13043284497662,,-7811.0,31.190897500025542,0.14078742008465195,0.00015080196171504513,,
-0.00015023354365141322,-0.00039497878189304525,-0.00046375157575968655,-0.0005209043580163076,29.08423154830031,-0.07356946972583955,-0.03610383004344077,-0.037465639682398785,0.13732273011244844,,,9.433962086143563,6.767842355751315,7630.0,,-0.0006664469588683239,,-90.56603602706402,,-15441.0,27.40932604691919,0.056544307925037826,0.0001448767934167882,,
-0.00016855874338088112,-0.0004577522005810009,-0.0005441068089215242,-0.0006172499424299261,26.319927282734255,-0.08984626851736266,-0.04685231773822515,-0.04299395077913751,0.14465682081870276,,,20.289854778420796,13.53112728189158,5502.0,,-0.0005567113012312525,,-79.71014377230385,,-20943.0,21.485413506505566,0.011860223669100486,0.0001373426901162414,,
-1.4666022340966941e-05,-0.000286343072631615,-0.000382015708972255,-0.0004660738878715423,35.719234552228414,-0.09359764912596802,-0.05620138401577372,-0.037396265110194296,0.1464670479030782,,,38.709676795006395,22.811164553190252,3681.0,,-0.0003955638249500269,,-61.2903215920904,,-17262.0,25.518810577756454,0.21823916699672105,0.00014818919739581767,,
8.304113612584258e-05,-0.00013537775452143478,-0.00023331327976181744,-0.0003236521192318239,43.14018472111858,-0.08789177753305921,-0.06253946271923082,-0.025352314813828394,0.14743368733857848,0.31001231269315305,-0.7599506813259345,54.03225719303358,37.67726292215359,1306.0,,-0.0004101512432649082,,-45.967741194063215,,-15956.0,28.619827075560863,0.39410739505305176,0.00014656774227894898,,
7.978338469901194e-05,-9.084799566428224e-05,-0.0001889744295302631,-0.0002841731121369908,44.941556585122434,-0.08042544762372472,-0.0661166597001296,-0.01430878792359512,0.14654556681440178,0.36582293307957264,-0.5367082098433333,58.06451519250959,50.26881639351652,3503.0,,-0.0003076337107905601,-0.00032227821398805303,-41.9354831945872,,-12453.0,35.70282153441292,0.44734377003175313,0.00014753534892236143,,
-5.457155920964175e-07,-0.00015772346845060764,-0.00025898669080901194,-0.0003611177365300489,41.803786443142826,-0.0780466940180986,-0.0685026665637234,-0.0095440274543752,0.14179231204193932,0.2990627532117599,-0.8037489162423511,49.19354759366236,53.76343999306851,2446.0,,-0.0003882044445689529,-0.00040284776748498297,-50.80645079343443,,-14899.0,29.57297048345137,0.3602256358930808,0.00014809595029098145,,
7.290805885824652e-05,-4.400280552864461e-05,-0.00014325695500815638,-0.00024874624281975925,47.21581367703806,-0.06931067117579914,-0.06866426748613856,-0.0006464036896605824,0.14309286118180664,0.43229858670677396,-0.2708056072923232,63.33333227779358,56.86379835465517,11437.0,,-0.00018313274193398234,-0.0002490441101030876,-36.66666605553977,,-3462.0,45.68678046794791,0.5010062228286037,0.00015196713738533586,,
4.860419135974954e-05,-4.0482723594546176e-05,-0.00013763980845337296,-0.00024627176537061915,47.215813046551,-0.061676343636349884,-0.06726668271618083,0.005590339079830947,0.14037194252596463,0.44801604804500084,-0.20793576346360254,63.33333227779358,58.6200707164165,10785.0,3.160902696356504,-0.0002783352621437053,-0.000314946788636674,-36.66666605553977,,-3462.0,52.36457041821967,0.49951455964205105,0.00014811083626596256,,
0.00013985579088670368,0.00011104024375841023,2.2601793405905163e-05,-8.42781847863977e-05,54.42509188460912,-0.04621723979619219,-0.06305679413218311,0.016839554335990922,0.13820251805981715,0.6608075220914186,0.643230089650411,83.05084604998271,69.9058368685233,3122.0,0.893691630583909,0.0002051552585658692,-0.00025632575341097066,-16.949152255102053,,-340.0,56.33770286890632,0.6853291132359918,0.0001229789757520929,0.0001287521262328211,
0.00022020552897905103,0.00027739504824027413,0.0002047110039067695,0.00010511149154242578,61.1741648894852,-0.023208343741430326,-0.05508710405403256,0.031878760312602235,0.1401166239126929,0.8722870690480209,1.4891482330654537,97.63779373797213,81.34065735524946,1753.0,0.49401735495322424,0.0002783923573930123,0.00014650297400809284,-2.362204687224741,,1413.0,56.37303403379182,0.8828939768687641,0.00013001507536734245,0.0001348312259545461,
0.0001516759746485292,0.00026193749682405136,0.00020371972500721146,0.00011131744302666076,61.41086223746483,-0.00451808792945485,-0.04497330082911702,0.04045521289966217,0.14332257934749665,0.8547998585345309,1.419199396399894,98.42519530037441,93.03794502944307,3503.0,0.9806602122916673,0.0005056130374811054,0.00016848088840442824,-1.5748031248224617,,4916.0,57.759586346813684,0.8568140620201883,0.00010568141377360944,0.00013446982780117555,
-1.4345457289540463e-06,9.944446676027593e-05,4.792760249009978e-05,-4.2081232367262095e-05,53.96989266594034,0.0018006946916102606,-0.03561850172497156,0.03741919641658182,0.1416566808226758,0.6941647099390555,0.7766588340355779,81.24999873047098,92.43766258960584,2769.0,0.7631164953759758,0.0003517308086826095,-0.00013915845753619514,-18.749999707029033,,2147.0,58.47266501661256,0.6522462707634693,0.00011965790791287445,0.00013755676536054599,
