date,SPY_open,SPY_high,SPY_low,SPY_close,SPY_volume,pred_label
2025-11-07 20:10:00+00:00,669.58,669.8,669.5,669.57,5740.0,1
2025-11-07 20:11:00+00:00,669.54,669.57,669.36,669.57,2424.0,1
2025-11-07 20:12:00+00:00,669.57,669.74,669.55,669.65,2878.0,1
2025-11-07 20:13:00+00:00,669.69,669.91,669.57,669.62,3844.0,1
2025-11-07 20:14:00+00:00,669.58,669.59,669.34,669.45,5178.0,1
2025-11-07 20:15:00+00:00,669.48,669.565,669.3,669.32,6381.0,1
2025-11-07 20:16:00+00:00,669.2,669.61,669.19,669.41,6913.0,1
2025-11-07 20:17:00+00:00,669.45,669.48,669.07,669.13,6505.0,1
2025-11-07 20:18:00+00:00,669.13,669.13,668.695,668.76,5965.0,1
2025-11-07 20:19:00+00:00,668.78,669.09,668.64,668.95,4755.0,1
2025-11-07 20:20:00+00:00,669.015,669.065,668.58,668.63,6188.0,1
2025-11-07 20:21:00+00:00,668.595,668.66,668.27,668.66,4178.0,1
2025-11-07 20:22:00+00:00,668.71,668.905,668.58,668.68,4724.0,1
2025-11-07 20:23:00+00:00,668.41,668.56,668.36,668.51,1858.0,1
2025-11-07 20:24:00+00:00,668.56,668.58,668.355,668.355,3328.0,1
2025-11-07 20:25:00+00:00,668.345,668.41,668.145,668.145,4409.0,1
2025-11-07 20:26:00+00:00,668.15,668.16,667.94,668.145,5260.0,1
2025-11-07 20:27:00+00:00,668.085,668.72,668.04,668.72,5301.0,1
2025-11-07 20:28:00+00:00,668.765,668.925,668.57,668.925,4391.0,1
2025-11-07 20:29:00+00:00,668.945,669.11,668.67,668.72,4425.0,1
2025-11-07 20:30:00+00:00,668.71,669.33,668.69,669.18,4545.0,1
2025-11-07 20:31:00+00:00,669.145,669.245,668.88,669.105,4162.0,1
2025-11-07 20:32:00+00:00,669.065,669.265,669.065,669.265,2336.0,1
2025-11-07 20:33:00+00:00,669.35,669.42,669.11,669.12,1999.0,1
2025-11-07 20:34:00+00:00,669.17,669.23,668.92,668.98,2905.0,1
2025-11-07 20:35:00+00:00,669.06,669.31,669.06,669.23,2430.0,1
2025-11-07 20:36:00+00:00,669.27,669.55,669.25,669.5,5275.0,1
2025-11-07 20:37:00+00:00,669.49,669.5,669.25,669.415,4430.0,1
2025-11-07 20:38:00+00:00,669.34,669.37,669.28,669.36,1793.0,1
2025-11-07 20:39:00+00:00,669.33,669.54,669.33,669.52,3391.0,1
2025-11-07 20:40:00+00:00,669.55,669.7,669.55,669.59,1947.0,1
2025-11-07 20:41:00+00:00,669.55,669.57,669.075,669.075,3329.0,1
2025-11-07 20:42:00+00:00,669.14,669.54,669.095,669.53,3313.0,1
2025-11-07 20:43:00+00:00,669.65,669.7,669.58,669.7,2541.0,1
2025-11-07 20:44:00+00:00,669.785,670.09,669.73,670.0,5956.0,1
2025-11-07 20:45:00+00:00,669.96,669.96,669.76,669.86,4426.0,1
2025-11-07 20:46:00+00:00,669.8,669.97,669.61,669.645,3912.0,1
2025-11-07 20:47:00+00:00,669.63,669.87,669.51,669.56,6133.0,1
2025-11-07 20:48:00+00:00,669.62,669.695,669.435,669.485,7284.0,1
2025-11-07 20:49:00+00:00,669.485,669.53,668.76,668.77,7249.0,1
2025-11-07 20:50:00+00:00,668.76,669.63,668.76,669.58,12822.0,1
2025-11-07 20:51:00+00:00,669.51,669.64,669.33,669.6,6501.0,1
2025-11-07 20:52:00+00:00,669.58,669.85,669.58,669.85,8899.0,1
2025-11-07 20:53:00+00:00,669.895,669.98,669.83,669.86,6518.0,1
2025-11-07 20:54:00+00:00,669.855,670.08,669.72,669.8,14040.0,1
2025-11-07 20:55:00+00:00,669.77,670.385,669.67,670.375,16775.0,1
2025-11-07 20:56:00+00:00,670.36,670.475,670.26,670.44,15790.0,1
2025-11-07 20:57:00+00:00,670.44,670.58,670.38,670.56,25766.0,1
2025-11-07 20:58:00+00:00,670.555,670.9,670.495,670.88,23599.0,1
2025-11-07 20:59:00+00:00,670.84,671.06,670.63,670.92,42693.0,1
2025-11-07 21:09:00+00:00,671.31,671.5,671.31,671.49,9825.0,1
2025-11-07 21:14:00+00:00,671.6,671.6,671.6,671.6,130.0,1
2025-11-07 21:17:00+00:00,671.85,671.85,671.82,671.82,360.0,1
2025-11-07 21:18:00+00:00,671.91,671.91,671.9,671.9,260.0,1
2025-11-07 21:19:00+00:00,671.75,671.75,671.75,671.75,150.0,1
2025-11-07 21:20:00+00:00,671.63,671.63,671.63,671.63,110.0,1
2025-11-07 21:21:00+00:00,671.55,671.55,671.55,671.55,150.0,1
2025-11-07 21:27:00+00:00,671.42,671.42,671.42,671.42,150.0,1
2025-11-07 21:39:00+00:00,671.79,671.79,671.78,671.78,417.0,1
2025-11-07 21:40:00+00:00,671.76,671.76,671.76,671.76,157.0,1
